,Service,Type,Rating,Hires,Price,Zip Code
0,DL Baker Homes LLC,204,5,83,,97201
1,Precision Roofing and Gutters,204,5,15,,97201
2,Giron Roofing Inc,204,4.5,161,,97201
3,NW Builders & Renovations,204,4,20,,97201
4,Ryan’s Roof Maintenance,204,5,44,,97201
5,AllPhase residential construction llc.,204,5,17,,97201
6,"AAK Roofing, LLC",204,5,24,,97201
7,Living Hope Renovations,204,5,39,,97201
8,Flow Roofing,204,5,73,,97201
9,Edgar’s cleaning service.,204,4,,,97201
10,Lakeside roofing LLC,204,4.5,16,,97201
11,American Mastercraft,204,4.5,9,,97201
12,Infinity roofing and construction LLC,204,4.5,,,97201
13,Kibuk Tile And Stone LLC,204,4.5,56,,97201
14,"LOHNER CONSTRUCTION ""Your roofing specialists""",204,5,30,,97201
15,All Season Windows,204,4,,,97201
16,Alvarez Construction 1 LLC,204,5,5,,97201
17,EvoDesign Enterprises LLC,204,,9,,97201
18,Levi Harris,204,5,2,,97201
19,D-1 Roofing LLC,204,4,9,,97201
20,VanPort Construction,204,4,4,,97201
21,Armadas Exterior LLC,204,5,5,,97201
22,Reliance Roof Pros,204,,,,97201
23,Titan construction services,204,5,,,97201
