,Service,Type,Rating,Hires,Price,Zip Code
0,John Mansfield Law,356,4.5,109,300/hour,27601
1,Legacy Tax & Resolution Services,356,5,,150/hour,27601
2,"A Taxlady Network, LLC",356,5,13,25/hour,27601
3,MIS Tax Pros (Charlotte),356,5,,150/hour,27601
