,Service,Type,Rating,Hires,Price,Zip Code
0,Pure Air SD,83,5,2,,92101
1,Air Duct Professionals,83,5,306,,92101
2,DLR Indoor Air Services.,83,5,33,,92101
3,Goodfellas Chimney Service,83,5,85,99/service,92101
4,"ABC Home Services, Inc.",83,5,5,39/service,92101
5,Kelian - Cleaning Services,83,5,10,,92101
6,My Carpet Cleaning llc,83,5,54,,92101
7,sky clean air,83,5,,59/service,92101
8,"Stable Temp HVAC, Inc",83,5,23,"300-$2,000",92101
9,Attic Construction,83,4.5,6,,92101
10,AZ Air Conditioning & Heating,83,5,,,92101
