,Service,Type,Rating,Hires,Price,Zip Code
0,Carolina's Handy Services,237,5,1058,,27601
1,FPF Electrical Solutions ⚡️,237,5,98,,27601
2,Durham Jr Electric,237,5,,,27601
3,Gussies Unlimited Services,237,4,17,100/service,27601
