,Service,Type,Rating,Hires,Price,Zip Code
0,Meridith Alexander / GRIT Mindset Academy,9,5,139,175/session,33132
1,Fawn Miller Coaching for Women,9,5,41,247/session,33132
2,Dr. Elizabeth Levitin Certified Coach,9,5,24,450/session,33132
3,Robyn's Couch,9,4.5,23,125/session,33132
4,Jim McCoy,9,5,83,125/session,33132
5,"Teach, Encourage, Inspire LLC",9,5,9,165/session,33132
6,The Modern Coaching Company,9,5,,,33132
7,Lisability Coach,9,5,7,75/session,33132
8,Counseling by Cait,9,5,,,33132
9,Fitness & Wellness Coaching,9,5,3,250/session,33132
10,Truer Love,9,5,,100/session,33132
11,Queer Identity and Authenticity Coaching,9,5,2,90/session,33132
12,Jeremy Rothenberg Coaching,9,5,32,175/session,33132
13,"Yours Truly, Holistic Health and Wellness LLC",9,5,30,150/session,33132
14,The Men Whisperer - Mickey A. Feher,9,5,12,190/session,33132
15,Ichko Batmunkh,9,5,7,89/session,33132
16,Cheryl Lister,9,5,6,150/session,33132
17,CR INSPIRES,9,5,,,33132
18,Emily Harman Coaching and Consulting LLC,9,5,,,33132
19,Spirit Catcher Ceremonies,9,5,4,,33132
20,Elevated Being by Jordan Harold,9,5,3,100/session,33132
21,Illuminated Path Institute,9,5,,125/session,33132
22,Clayton Coaching,9,5,,,33132
23,✨Private Yoga with Julie ✨,9,5,52,175/session,33132
24,Golden Opportunities Coaching,9,5,59,75/session,33132
25,Mia Brunsmann Life Coaching,9,5,,75/session,33132
26,Cynthia Lee Life Coaching,9,5,,150/session,33132
27,Cameron Associates HR Consultant & Career Coach,9,5,20,100/session,33132
28,"Heather Siegel, Mind/Body and Life Specialist",9,5,10,70/session,33132
29,Bee Defined Consulting,9,5,59,150/session,33132
