,Service,Type,Rating,Hires,Price,Zip Code
0,Stevie Kidding,381,5,18,,02201
1,"Bob Forrest, Family Magician",381,4.5,270,250,02201
2,Andrew Silver: Variety Artist,381,5,8,275,02201
3,Ione (ee-on-ee) Entertainment,381,5,365,125,02201
4,Abracadabra Productions,381,5,185,300,02201
5,Sir Cedric Purcell,381,5,5,300,02201
6,Daniel GreenWolf: Celtic Magician,381,5,7,500,02201
7,Professor Woods Magic Theater,381,5,,,02201
8,Ryan Shaw,381,4.5,4,250,02201
9,Top Magic & Comedy Pro Matt Roberts,381,5,63,,02201
10,Bouncing House Rental,381,5,92,100,02201
11,Colorful Kids Face Painting,381,5,17,100,02201
12,Silly Faces with Sarah,381,5,7,95,02201
13,Giovanna Amazing Face Painting and Body Art,381,5,48,100,02201
14,Trading Faces LLC,381,5,2,265,02201
15,Partoons: Caricatures by Don Landgren Jr.,381,5,75,125/hour,02201
16,Scribble Dibble,381,5,108,,02201
17,Tracey Figlioli Artistry,381,5,16,,02201
18,Andi the clown,381,5,38,175,02201
19,Soul Timeless Tarot,381,5,29,125/hour,02201
20,Lord Fafnir & Spawn Psychics,381,5,8,100/hour,02201
21,Atherton Arts,381,5,2,150/hour,02201
22,Atherton Arts,381,5,15,150/hour,02201
23,Alex's Hilarious Caricatures!,381,5,25,125/hour,02201
24,Tarot Card Reader Angela Lucy,381,4.5,527,150/hour,02201
25,Boston Caricature Artists,381,5,,,02201
26,24-Inch Heels,381,,,,02201
27,Bryson Lang,381,5,21,,02201
28,"The Beverly, MA Psychic",381,4.5,3,89/hour,02201
29,Circus Dynamics,381,5,70,,02201
