,Service,Type,Rating,Hires,Price,Zip Code
0,Kezo Maintenance Management . Fully Insured,4,5,137,100/hour,10007
1,HandyNyc.me,4,5,271,75/hour,10007
2,AkmalPro,4,5,5,69/hour,10007
3,JustPainting,4,5,8,55/hour,10007
4,Roman Handy,4,5,118,70/hour,10007
5,Top notch builders 1 llc,4,5,,250/hour,10007
6,TimeLapsDesign,4,4,5,50/hour,10007
7,Ariel Consultants,4,5,52,,10007
8,Stay Cool Stay Warm LLC,4,3.5,3,45/hour,10007
9,Andrei,4,5,2,38/hour,10007
10,TJ's Handy Club,4,,,80/hour,10007
11,D.C. Technical Corp,4,5,,49/hour,10007
