,Service,Type,Rating,Hires,Price,Zip Code
0,URS trULAy Mobile Cocktail Bar Services,28,5,38,70,30303
1,Woods Bartending,28,5,29,50,30303
2,Millicent the Mixologist & Co.,28,5,79,500,30303
3,On The Rocx's Mobile Bartending,28,5,113,100,30303
4,Tini and Twist Bartending Services,28,5,16,100,30303
5,Tina’s Bartending Services,28,5,5,80,30303
6,Drink Up Mobile Mixology,28,5,18,,30303
7,CDE Event Bartenders,28,4.5,191,125,30303
8,Royal Libations,28,5,13,200,30303
9,The Nixologist LLC,28,5,6,250,30303
10,Next Level Bar Services,28,5,6,100,30303
11,My Party Helper,28,5,6,90,30303
12,Off the Wall Libations,28,5,10,200,30303
13,Top Shelf Beverage Service LLC,28,5,6,100,30303
14,Partini's Atlanta,28,5,12,214,30303
15,Forever Moore Entertainment,28,5,18,100,30303
16,Liquid Lust | A Mobile Concierge Bar,28,5,,100,30303
17,T.A.G. Team Mixologists,28,5,,75,30303
18,Elite Elixirs ATL Mobile Bartending,28,5,3,145,30303
19,Bartender Baes,28,5,,100,30303
20,Milk & Honey Bartending,28,5,7,75,30303
21,Tropical Twist Bartending,28,4.5,23,100,30303
22,Drink up LLC,28,5,6,,30303
23,"Pour Decisions, LLC",28,5,42,50,30303
24,Jazzy Spirits -Mobile Bartending-,28,5,,200,30303
25,Myxx ATL (Violet),28,5,,,30303
26,FlairTails,28,5,,25,30303
27,Last Call with Vee,28,5,,100,30303
28,Sexy Overdose,28,5,,75,30303
29,Sinful Sips,28,,,,30303
