,Service,Type,Rating,Hires,Price,Zip Code
0,A Different Cloth Event Staffing,392,5,26,30/hour,20001
1,Juanita's Party Planner,392,4.5,80,25/hour,20001
2,Stay Tipsy DMV LLC,392,5,40,75,20001
3,BAR51 Mobile Bar Concierge Service,392,5,61,65,20001
4,Liquid Lounge Cocktails,392,5,32,95,20001
5,BAR RO'D Mobile Bartending,392,5,28,40/hour,20001
6,F&Btainment by Daniel,392,5,126,400,20001
7,Chef D.Turner,392,5,19,26/hour,20001
8,Travis Tyson,392,5,6,100,20001
9,Pheonix Bartending Services,392,5,,25/hour,20001
10,Bartenders For You,392,5,11,200,20001
11,Clever Cocktails,392,5,86,,20001
12,Liquid Therapy LLC,392,5,20,88,20001
13,"YBAR, LLC",392,5,15,65,20001
14,Marie Florence Catering,392,5,2,30/hour,20001
15,Be Your Own Guest Events,392,4.5,12,40,20001
16,BoozeHound Bartending,392,5,9,80,20001
17,Speakeasy Bartenders,392,4.5,19,116,20001
18,The Other MJ,392,5,8,100,20001
19,🍹Your Bartenders Favorite Bartender🍹,392,,,250,20001
