,Service,Type,Rating,Hires,Price,Zip Code
0,Harlan Hopchik,493,4.5,124,50/hour,75207
1,Tennis Academy of Dallas,493,5,11,70/hour,75207
2,D`Stroke Tennis,493,5,7,60/hour,75207
