,Service,Type,Rating,Hires,Price,Zip Code
0,LEVELTX CORP,44,4.5,28,,77002
1,GEI RENOVATION GROUP,44,5,97,,77002
2,Building logistics management,44,4,84,100/on-site,77002
3,"McSloy Construction, LLC",44,5,10,,77002
4,Vene Handyman and remodeling,44,3,5,1/on-site,77002
5,SeaMax Engineering,44,5,10,150/on-site,77002
6,San Saba Homes,44,4.5,6,,77002
7,Merick Construction Texas LLC,44,,,,77002
8,Granco m2 LLC.,44,5,,,77002
9,Pinnacle-Renovation & Investments LLC,44,4.5,11,60/on-site,77002
10,"Elite Construction Services, LLC",44,5,,,77002
11,Transblue Cypress,44,5,4,,77002
12,DLG Construction,44,3.5,2,,77002
13,Infinit Interiors,44,5,,,77002
14,Ghuneim Construction,44,5,,,77002
15,Houston houses remodeling,44,,,,77002
16,D&M Renovation,44,5,,,77002
17,Foorte (Demolition),44,,,,77002
18,DC & AC Construction,44,3.5,2,,77002
