,Service,Type,Rating,Hires,Price,Zip Code
0,Tesla Electric,272,5,48,,87102
1,IET,272,5,20,,87102
2,Society Handyman Services,272,4.5,53,40/service,87102
3,Powerick Electric,272,5,48,,87102
