,Service,Type,Rating,Hires,Price,Zip Code
0,Lint Away Professional Duct Cleaning Service,83,5,93,,85001
1,F&M Services,83,5,173,1/service,85001
2,Wise-Ventz Air Duct Cleaning,83,5,150,,85001
3,TLC Refrigeration & Air Conditioning,83,5,87,,85001
4,Air Support Heating & Cooling,83,5,15,,85001
5,RMS HVAC,83,5,20,"250-$1,500",85001
6,Natural air duct,83,5,,45/service,85001
7,PHOENIX AIR DEPARTMENT,83,5,12,,85001
8,HilCo Air Conditioning & Heating,83,5,2,,85001
9,"Warrior Heating & Cooling, LLC",83,5,74,,85001
10,J and J HVAC L.L.C,83,5,843,,85001
