,Service,Type,Rating,Hires,Price,Zip Code
0,Custom Logo and Website Design,447,5,124,35/hour,05602
1,Julie Luksik Design,447,5,14,,05602
2,Dusty Moonlight,447,5,10,,05602
3,Ctrell Designs,447,5,148,50/hour,05602
4,Nerdy Birdy Notary,447,5,13,,05602
5,Marketing that Works! Designs that Impress!,447,5,129,50/hour,05602
6,CreativeDesigns,447,5,28,35/hour,05602
7,"RT Graphics | Logo, Graphics & Website",447,5,531,99/hour,05602
8,Radix Creative,447,5,2,100/hour,05602
9,Acton Circle,447,5,44,,05602
10,Market League LLC | Consumer & Business Marketing,447,5,883,35/hour,05602
11,Plus Art Graphics,447,5,37,70/hour,05602
12,"Gineva DesignGroup, Inc.",447,5,16,45/hour,05602
13,D. Oliver Design,447,5,,45/hour,05602
14,FloBartenders,447,5,5,,05602
15,CGM DESIGNS,447,5,84,45/hour,05602
16,3 In The Morning Creative,447,5,16,30/hour,05602
17,Kayla Elaine Calligraphy,447,5,37,,05602
18,Trilogy Productions,447,5,19,50/hour,05602
19,Derek Fullmer,447,5,42,50/hour,05602
20,"Spark Creative | Logo, Graphic, Website",447,5,1234,75/hour,05602
21,Karen B. Communications,447,5,,48/hour,05602
22,SMG - Sociallutions Media Group,447,4.5,23,125/hour,05602
23,Nanasafo Art,447,5,,20/hour,05602
24,Maxwell Designs |Logo and Website Design,447,5,139,36/hour,05602
25,"Savvy Graphics, Inc. & Photography by Kimberly",447,5,55,,05602
26,Scribble Studio LLC,447,4.5,6,,05602
27,Alex Hazen: Designers-At-Large,447,4.5,37,45/hour,05602
28,Nicole & Adam | Seventh Ave Creative,447,5,6,50/hour,05602
29,Afo Design,447,5,2,50/hour,05602
