,Service,Type,Rating,Hires,Price,Zip Code
0,Nor Cal Gutter Solutions,128,5,10,99-$200,95814
1,Delta seamless rain gutters,128,5,8,,95814
2,HighClass Window and Gutter,128,4.5,16,,95814
3,J&J Services,128,4.5,25,100-$325,95814
4,Dirty Window,128,4.5,290,99-$410,95814
5,Wicked Clean,128,4.5,34,100-$300,95814
6,AE Roofing,128,5,35,,95814
7,BleuView Window Cleaning and Home Services,128,5,80,175-$735,95814
8,Energy Green Clean,128,5,390,124-$360,95814
9,Teodor's Window & Solar Panel Cleaning,128,5,122,250-$500,95814
10,O G Hernandez Gutters,128,4.5,7,150-$350,95814
11,RAINOWAY INC.,128,5,4,"2,500/on-site",95814
12,Prestige Pressure Wash,128,3,,,95814
13,California Gutterworks,128,5,,25/on-site,95814
