,Service,Type,Rating,Hires,Price,Zip Code
0,"Platinum Cleaning Services, LLC",148,5,22,100,70802
1,Armani’s Cleaning services,148,5,,80,70802
2,Home Maid Clean,148,4,76,75,70802
3,Christina's Sparkling Touch,148,4.5,27,77,70802
4,"Payneless Solutions Cleaning Service, LLC",148,4.5,11,77,70802
5,grimes professional dirt busters,148,4.5,,,70802
6,Roy Bowman,148,4,21,,70802
7,Marcia’s cleaning,148,,,,70802
8,JW Services,148,4.5,144,85,70802
9,Extra Pairs of Hands Cleaning Services,148,4.5,2,100,70802
