,Service,Type,Rating,Hires,Price,Zip Code
0,C-Oliveira Design,39,5,3,,90013
1,Xander Tertychny,39,5,,,90013
2,"Living Process, LLC",39,5,,,90013
3,InnoDez Design and Engineering,39,5,,,90013
4,Ruby C,39,5,,,90013
5,Lee Jubas Architects,39,5,3,,90013
6,VO Collaborative,39,,6,,90013
