,Service,Type,Rating,Hires,Price,Zip Code
0,We Love Junk,75,5,20,,19103
1,BellCo Demolition LLC,75,5,44,,19103
2,RJ Demolition LLC,75,5,3,,19103
3,United Cleaners of America,75,4.5,133,25/on-site,19103
4,"Contender Demolition, LLC",75,5,,,19103
5,Chucks scrap removal and clean outs,75,5,5,,19103
6,Chase’s Junk Removal and Hauling LLC,75,5,11,,19103
