,Service,Type,Rating,Hires,Price,Zip Code
0,Carolina cleaning service,52,5,22,75,27601
1,keptupcleaning,52,5,36,,27601
2,Greene's floor care,52,4.5,78,30,27601
3,CARE Services,52,5,,90,27601
