,Service,Type,Rating,Hires,Price,Zip Code
0,Silva Contracting & Restoration,207,5,72,70,60176
1,Noure's Oriental Rug Inc.,207,5,,,60176
2,STEEM SURGEONS,207,5,,72,60176
3,Golden Knots,207,4,19,36,60176
4,RUGPORT,207,5,,75,60176
5,Gordon Facility Services llc,207,4,105,,60176
