,Service,Type,Rating,Hires,Price,Zip Code
0,Five Stars Contractors,72,5,230,,20001
1,Jose,72,4.5,98,,20001
2,Fred General Painting,72,5,17,,20001
3,G&M painting co,72,5,5,,20001
4,Superior SoftWash,72,5,,,20001
5,Omar Bustillo,72,5,,,20001
