,Service,Type,Rating,Hires,Price,Zip Code
0,The Best Air Quality and Restoration,168,5,537,,21202
1,Green Home Solutions,168,5,33,,21202
2,JoneshomeinspectionLLC,168,5,16,325/on-site,21202
3,Mold Removal Company,168,5,19,,21202
4,MJ Home Services,168,4.5,105,,21202
5,"Green Clean Restoration, LLC",168,5,33,,21202
6,Pure Maintenance of Washington D.C.,168,5,6,,21202
7,B&S trash removal,168,5,,,21202
8,Eco Pro Restoration,168,5,129,,21202
9,Flood Relief Professionals LLC,168,5,5,100/on-site,21202
10,Basement Detective,168,4.5,7,,21202
11,"Basement Systems USA, Inc.",168,4,8,,21202
12,"A#1 Abatement, Inc.",168,4.5,11,,21202
13,Mid Atlantic Asbestos Removal LLC,168,,,,21202
14,Advance Contracting Inc,168,,,,21202
15,Milestone Restoration,168,1,,189/on-site,21202
16,K & K Environmental Services,168,5,2,,21202
