,Service,Type,Rating,Hires,Price,Zip Code
0,Middle Tennessee Minister,24,5,122,185,37219
1,Pastor Drew Powell,24,5,4,250,37219
2,TN Wedding Pastors,24,5,35,200,37219
3,Linda Burson,24,4.5,9,250,37219
4,Minister Shinar Smith/Consultant and Bookkeeper,24,5,8,600,37219
5,"Rev. Cynthia Andrews-Looper, Wedding Officiant",24,5,21,250,37219
6,A touch of love wedding and events,24,5,3,75,37219
7,Your Empowered Life,24,5,,150,37219
