,Service,Type,Rating,Hires,Price,Zip Code
0,Precision Videos,435,5,114,150/hour,37219
1,DF Production Services - Nashville,435,5,23,150/hour,37219
2,Tennessee Photo & Video,435,5,361,300/hour,37219
3,Gemini Production Group,435,5,5,,37219
