,Service,Type,Rating,Hires,Price,Zip Code
0,Jannservices,148,4.5,144,87,77002
1,GiGi's Cleaning Service,148,5,7,110,77002
2,Maid In Bliss,148,4.5,20,100,77002
3,Neat Freaks Houston,148,5,3,100,77002
4,Oracle Cleaning Services,148,4.5,78,92,77002
5,Anto’s Cleaning Services,148,4.5,83,135,77002
6,"Professional cleaning "" E JCLEANING """,148,4.5,142,,77002
7,D'Light Cleaning Svs,148,5,,,77002
8,Walkers Angels Cleaning Service,148,5,72,80,77002
9,E&D Pressure Washing & Housekeeping Services,148,5,,75,77002
10,Teressa's Helping Hands Services,148,,3,125,77002
11,Rosemoney,148,5,,95,77002
12,TX Pro Cleaners,148,5,,120,77002
