,Service,Type,Rating,Hires,Price,Zip Code
0,A&E Wellness,10,5,74,100/session,92101
1,On the Mat with Allison,10,5,92,95/session,92101
2,Yoga With Jaime,10,5,7,80/session,92101
3,Iyengar Yoga with Patricia,10,5,14,80/session,92101
4,QYogaWellness,10,5,3,100/session,92101
5,Yoga by Tefi Levy,10,5,,60/session,92101
6,Margy Rose Private Yoga,10,5,,90/session,92101
7,Bespoke Yoga,10,5,26,60/session,92101
8,Solfullhealing,10,5,,,92101
9,Soul Flow with Demi,10,5,3,80/session,92101
10,Steph Yoga,10,5,,,92101
11,"Seth Quay, Pianist and Yoga Teacher",10,,,70/session,92101
12,Luz Mind,10,5,3,60/session,92101
13,"Gabrielle Marchese Yoga, Meditation & Wellness",10,5,,85/session,92101
14,"Blissed Out Brunette Jodie, RN, BSN, PHN, RYT 200",10,5,,75/session,92101
15,Bonnie Brazeau Yoga,10,5,,75/session,92101
16,Body By Ari,10,,,80/session,92101
17,Prakash Chegu - Kundalini Yogi & Healer,10,,,72/session,92101
18,Yasmine~Wellness Mentor,10,5,,90/session,92101
19,Empire Heath Consultants,10,,,20/session,92101
20,Wellness with Shannon,10,5,,65/session,92101
21,Rooted In Power,10,5,,74/session,92101
22,Self Love and Wellness Yoga,10,,,80/session,92101
