,Service,Type,Rating,Hires,Price,Zip Code
0,Cocktails N' Dreams,392,5,415,,48933
1,Mðtðr Çït¥ Mïxðlðg¥,392,5,85,35,48933
2,Bartenders for Special Occasions,392,4.5,7,,48933
3,Bartending,392,5,3,,48933
4,Just a Girl and Her Bar,392,5,10,,48933
