,Service,Type,Rating,Hires,Price,Zip Code
0,Chris Scott Photography,400,5,8,125,29217
1,Pnelz Photography,400,5,,100,29217
2,"Belles Lumieres Studios, LLC",400,5,30,150,29217
3,"Robert Burns II Photography & Videography, LLC",400,5,37,250,29217
4,South Carolina Event Photography,400,5,89,150,29217
5,Make It Legal Notary &Wedding Services LLC,400,5,24,,29217
6,A Tad Creative Production,400,5,4,150,29217
7,Vmk productions,400,4.5,,,29217
8,Joseph DeSio Photography,400,5,3,115,29217
9,DW Image,400,5,39,150,29217
10,Sean Rayford Photography,400,5,7,130,29217
11,Doug DeLong Photography,400,4.5,9,200,29217
12,Ian Courtright // Visual Media Specialist,400,5,8,200,29217
13,Perryman Studios LLC,400,5,3,150,29217
14,GeorgiLiebherr Photography,400,5,16,200,29217
15,Columbia Headshot Pros,400,5,5,150,29217
16,Power Suit Portraits,400,5,,140,29217
17,100 From the Line photography,400,,,,29217
18,"Portraits by RB / Fashion, Boudoir & Headshots",400,,,250,29217
19,Asmond Photography,400,5,2,185,29217
20,Sara's Photography,400,5,5,120,29217
21,Heather McClarrie Photography,400,5,31,125,29217
