,Service,Type,Rating,Hires,Price,Zip Code
0,The Soul Coach,290,5,5,22,28105
1,🔮 Psychic & Tarot 🔮 The Star Whisperer,290,5,68,44,28105
2,Crystal Seed Tarot,290,5,27,30,28105
3,🔮Psychic Sandy🔮 LOVE ❤️ SPECIALIST,290,5,294,35,28105
4,Psychic Medium Erica Clem,290,5,110,27,28105
5,A Way Home/Love and Light Hands on Healing,290,5,129,30,28105
6,Spiritual Psychic Trey Leon,290,5,25,30,28105
7,Tarot Card Reader Angela Lucy,290,4.5,526,37,28105
8,The Chakra Oracle,290,5,15,26,28105
9,"Spiritual Web Communications, LLC",290,5,3,30,28105
10,"Lisa Sutton: counselor, consulting hypnotist",290,5,157,30,28105
11,"Pixye Dust, Reiki Master/Tarot Card Reader",290,5,27,33,28105
12,Soul Timeless Tarot,290,5,29,25,28105
13,Tarot BAE,290,5,17,30,28105
14,Mackenzie Iglesias,290,5,5,33,28105
15,Ms Angelique Luna Intuitive Psychic Coach,290,5,30,30,28105
16,Sync with Divinities,290,5,,25,28105
17,Spiritual Tarot Card Reader/Adviser,290,5,155,35,28105
18,peace by sakari (mobile masseuse),290,5,9,33,28105
19,Psychic Medium Christie Scorpiomoon Healing,290,5,153,25,28105
20,Psychic Connection Co,290,5,47,25,28105
21,Natalia's Psychic Studio,290,5,6,35,28105
22,Readings by Rebecca,290,5,3,35,28105
23,"Transformation Time With Lilly, L.L.C.",290,5,139,75,28105
24,Psychic professor reiki healing room,290,5,,20,28105
25,Sonia Explores,290,5,5,25,28105
26,Scorpio_Sun_and_Moon,290,5,43,33,28105
27,Smileys Tarrot Reading,290,4.5,21,40,28105
28,Jewel Monet Energy Interpreter,290,5,,50,28105
29,Jewel Consultancy,290,5,3,35,28105
