,Service,Type,Rating,Hires,Price,Zip Code
0,Badkitty Cat Grooming*READ BIO Please!!!!,16,5,429,1/cat,02201
1,Samy´s Pets Mobile Grooming,16,5,224,,02201
2,Rodrigues Pet Grooming,16,4.5,96,70/cat,02201
3,Diva Dogg Grooming,16,5,5,,02201
