,Service,Type,Rating,Hires,Price,Zip Code
0,Nickle Electric,238,5,53,100/service,84111
1,Webb Electric LLC,238,5,324,145/service,84111
2,"KMC Electric, Inc",238,5,3,,84111
3,Advanced Communications Group Inc.,238,5,40,,84111
4,Ron Stagg,238,4.5,49,,84111
