,Service,Type,Rating,Hires,Price,Zip Code
0,Footprints Floors of Minneapolis,101,4.5,10,,55102
1,Quick Floors,101,5,30,,55102
2,Winston & Steels Corp,101,5,4,,55102
3,Excel Flooring,101,5,2,,55102
4,Higuera Handyman Construction,101,5,6,40/on-site,55102
5,PHB Construction LLC,101,4.5,105,50/on-site,55102
6,Statler Handyman Services,101,5,25,50/on-site,55102
7,Independence Flooring,101,5,,,55102
8,MOUNTAIN Empire,101,4.5,7,,55102
9,agnes pomroy Interior design,101,5,,75/on-site,55102
10,XPRES KITCHEN & BATH,101,4,65,,55102
11,Tec Tile LLC,101,5,45,,55102
