,Service,Type,Rating,Hires,Price,Zip Code
0,Dross Berman LLC,341,4.5,9,,21401
1,Law Offices of Hillel Traub,341,4.5,27,,21401
2,"Roger Gelb, Esquire",341,5,66,,21401
3,The Law Office of Emily Mapp Brannon,341,5,2,,21401
4,Accident Injury Pro- Baltimore MD,341,5,,,21401
5,Pinder Plotkin,341,,,,21401
6,Mosaic Law Firm,341,5,,,21401
7,"Gore & Kuperman, PLLC",341,3.5,2,,21401
8,Law Office of Joseph Bruce,341,4.5,4,,21401
9,"Becker, Kellogg & Berry, P.C.",341,5,,,21401
