,Service,Type,Rating,Hires,Price,Zip Code
0,All Clean N Brite LLC,52,5,46,80,87102
1,Floors And More Enterprises- Carpet Cleaners,52,5,39,45,87102
2,Squeaky clean Maid and handyman services,52,4,27,50,87102
