,Service,Type,Rating,Hires,Price,Zip Code
0,Giana Makeup Artist,26,5,11,80,60176
1,"Hues By Her, LLC Makeup artist",26,5,17,60,60176
2,Irina_PureMakeup,26,5,,65,60176
3,Anastacia Makeup Artist,26,5,192,75,60176
4,BEAUTY BY Iman,26,5,3,90,60176
5,Dolledup by Maria,26,5,25,90,60176
6,MakeupEvaR,26,5,50,70,60176
7,Blush and Braids Beauty Bar,26,5,93,80,60176
8,Tianna Louaillier MUA,26,5,,100,60176
9,Elisa Artistry LLC,26,5,,70,60176
10,Makeupbyceecee,26,5,,60,60176
11,iamteshannabeauty,26,5,,105,60176
12,Looksby.lav,26,5,10,75,60176
13,Shaunda J. MUA,26,5,45,75,60176
14,All about the face,26,,,70,60176
15,MUADeraee LLC,26,5,,60,60176
16,Pink & Pampered Salon,26,5,21,100,60176
17,Makeup by Bel,26,5,28,75,60176
18,Hair and Makeup by Sandy,26,5,53,80,60176
19,MakebyAqua,26,3.5,4,55,60176
20,Makeup And Hair By Traci & Co.,26,5,257,85,60176
21,STATE OF GLAMOUR Professional Hair & Makeup by ...,26,4.5,101,65,60176
22,Blush U Wedding Hair/Makeup - On Location,26,5,48,150,60176
23,Make-up By Gina,26,5,,75,60176
