,Service,Type,Rating,Hires,Price,Zip Code
0,🔮 Psychic & Tarot 🔮 The Star Whisperer,427,5,74,44,05101
1,Natalia's Psychic Studio,427,5,6,35,05101
2,Soul Timeless Tarot,427,5,29,25,05101
3,Psychic Connection Co,427,5,47,25,05101
4,"Pixye Dust, Reiki Master/Tarot Card Reader",427,5,27,33,05101
5,The Tarot Cards,427,5,,30,05101
6,Psychic Medium Kevin Kas,427,5,40,35,05101
7,Spiritual Psychic Trey Leon,427,5,26,30,05101
8,Scorpio_Sun_and_Moon,427,5,44,33,05101
9,Sync with Divinities,427,5,,25,05101
10,Mackenzie Iglesias,427,5,5,33,05101
11,"Transformation Time With Lilly, L.L.C.",427,5,141,75,05101
12,Smileys Tarrot Reading,427,4.5,21,40,05101
13,THEBLCKEMPRESS,427,5,,30,05101
14,Jewel Consultancy,427,5,3,35,05101
15,Guiding Tarot by April,427,5,26,25,05101
16,Mystic Sophie,427,5,,,05101
17,Spiritual Insight,427,5,,40,05101
18,"Robin Wells: Tarot, Reiki, Coaching",427,5,5,25,05101
19,Blue Goddess Tarot,427,5,10,25,05101
20,Cayli McGuire,427,5,11,30,05101
21,Pharaoh Essentials,427,5,13,50,05101
22,"Purple Healing, Llc",427,5,55,50,05101
23,Five Star Virgo,427,5,63,30,05101
24,✨Angel Answers Psychic Tarot Card Readings✨,427,4.5,50,43,05101
25,Intuitive guidance by intuitive Tara,427,5,2,,05101
26,Madame Jen Tarot Intuitive,427,5,9,25,05101
27,Golden Opportunities Coaching,427,5,62,,05101
28,Readings by Eustace,427,5,5,44,05101
29,The Chakra Oracle,427,5,16,26,05101
