,Service,Type,Rating,Hires,Price,Zip Code
0,SEI Investigations,323,5,,65/hour,32202
1,🏆 Detective Chris | Solved It Investigations,323,5,282,250/hour,32202
2,F3 Intelligence Corp,323,5,70,250/hour,32202
3,Bower PI,323,5,,,32202
4,Toltec Investigations,323,5,103,150/hour,32202
5,Studium LLC,323,5,6,80/hour,32202
6,Online Dating Investigation * Identity * Catfish *,323,5,24,200/hour,32202
7,Certified Security and Investigations,323,5,19,140/hour,32202
8,ACOP(Investigations/Security),323,4.5,85,80/hour,32202
9,Redbeard Intelligence & Investigation,323,5,8,250/hour,32202
10,"Precision One, Inc.",323,4.5,32,100/hour,32202
11,Harbortown Investigative Services & Consulting LLC,323,5,9,75/hour,32202
12,Security Integrity Solutions,323,5,,80/hour,32202
13,AncesTree,323,5,50,,32202
14,SERAPH Inc.,323,4,201,75/hour,32202
15,Cal State Recovery,323,4,91,65/hour,32202
16,DavisDNA & Family Research,323,5,27,,32202
17,Green Knight Digital Investigations LLC,323,5,,100/hour,32202
18,Wessel Forensic Accounting,323,,2,125/hour,32202
19,A View From the Past,323,5,36,,32202
20,A Balanced Life,323,5,6,,32202
21,RMS Family Research,323,5,10,,32202
22,BMC ENTERPRISE,323,5,,90/hour,32202
23,Massage by Carlos,323,4.5,49,,32202
24,NG Lineages,323,5,,,32202
25,Lyght Detective Agency,323,4,66,,32202
26,"Hybrid-Training, LLC",323,5,27,,32202
27,The Wellbeing Advocate,323,5,,,32202
28,Tasty Curvs LLC,323,5,,,32202
29,Graystar Consulting,323,4.5,17,90/hour,32202
