,Service,Type,Rating,Hires,Price,Zip Code
0,KJA Landscaping LLC,157,5,22,,21202
1,LawnStarter Lawn Care,157,4,531,29,21202
2,Capital Lawn Experts,157,4,84,,21202
3,3J&G Tree Service,157,5,96,,21202
4,J Aleman Tree Service LLC,157,5,3,,21202
5,Edwin’s Tree Service,157,5,36,,21202
6,Esteban tree services LLC,157,5,51,,21202
7,Northern Outdoor Services,157,4,37,35,21202
8,Portillo ii Landscaping LLC,157,5,2,"1,000/on-site",21202
9,Land Advanced LLC,157,5,2,,21202
10,G.G.S. Tree & Lawn Services LLC,157,4.5,13,34,21202
11,Abr Tree Service Llc,157,5,2,,21202
12,MO BETTER SERVICES LLC,157,5,2,,21202
13,New Forest Tree Care,157,5,,,21202
14,B.E. Welding & Contracting,157,5,2,,21202
