,Service,Type,Rating,Hires,Price,Zip Code
0,Controlled Comfort Inc.,56,5,63,,89101
1,One Hour Air Conditioning & Heating,56,4.5,10,,89101
2,R & R Heating & Air Inc,56,5,3,,89101
3,Thor Industries,56,4.5,29,,89101
4,Frosty Desert heating and cooling,56,5,,,89101
5,AIR DONE RIGHT INC.,56,3.5,,,89101
6,Air Fix Heating & Cooling,56,5,50,60/on-site,89101
7,Arctic zone,56,4,,100/on-site,89101
8,ACLV Heating & Cooling,56,5,28,,89101
9,Fast Response Services,56,5,,,89101
