,Service,Type,Rating,Hires,Price,Zip Code
0,"Mosaic Consulting & Tax, PC",327,5,136,250,98105
1,Tax Help of Carrollton,327,5,66,175,98105
2,"Steve Shapiro, EA",327,4.5,57,179,98105
3,TAXLADY2U LLC,327,5,17,175,98105
4,"Financial Solutions, Inc.",327,5,67,150,98105
5,T & Y CPA Services,327,5,2,,98105
6,Perkins Total Tax & Accounting Solutions,327,5,168,200,98105
7,Shaw Tax Service,327,5,114,165,98105
8,HYGPJ Financials,327,5,75,225,98105
9,Vikash Jhunjhunwala,327,4.5,22,,98105
10,Who's Your Tax Man? LLC,327,4.5,211,225,98105
11,Yellow Rose Tax/Business Services,327,5,8,,98105
12,"Benedict George, LL.B, CPA",327,5,18,125,98105
13,"TFG, LLC",327,5,75,199,98105
14,Tax Genius,327,5,117,249,98105
15,Tax Geaks,327,5,53,,98105
16,Quality Tax Service,327,5,46,175,98105
17,JCC & Associates LLC,327,5,27,200,98105
18,Taxes By Tony,327,5,50,145,98105
19,"CM Business Solutions, LLC",327,5,36,130,98105
20,Sage Systems Accounting Services,327,5,2,140,98105
21,Number Sense Accounting & Bookkeeping Services,327,5,12,150,98105
22,"Sabu Syriac CPA,MBA",327,5,85,350,98105
23,Top's Noble Tax Services,327,4.5,46,199,98105
24,Advantage Business Resources,327,5,9,250,98105
25,"Kenneth P. Rapoport CPA, Ltd.",327,4.5,7,300,98105
26,J. Ernest - Business & Tax Professional,327,5,42,200,98105
27,DH Financial,327,5,12,150,98105
28,Thomas Hawbaker CPA PLLC,327,5,3,,98105
29,KMT Accounting & Tax Services LLC,327,5,41,180,98105
