,Service,Type,Rating,Hires,Price,Zip Code
0,QualiTy Movers,177,4.5,20,65/hour,29217
1,Budget Movers of Augusta,177,4.5,381,,29217
2,Road Ready Moving and Cleaning,177,4.5,54,,29217
3,Sweatman Moving,177,4.5,41,85/hour,29217
