,Service,Type,Rating,Hires,Price,Zip Code
0,Chef Moise -Manje with Moise LLC,393,4.5,67,,19103
1,Eleni Vera,393,4,15,,19103
2,Wine and Dine US,393,5,215,,19103
3,Jjonesgraphics,393,5,17,,19103
4,Abbott Events,393,4.5,88,,19103
5,Save The Day Design,393,5,2,,19103
6,Pao Craft Cocktails LLC.,393,5,22,,19103
7,Visionary Events,393,5,10,,19103
8,Sovereign's Sweets LLC,393,4.5,10,,19103
9,Virtuous Women Gift Baskets LLC,393,5,12,,19103
10,Lady Mouse Productions Wedding Coordinator,393,5,4,,19103
11,Piknique,393,5,,,19103
12,On Occasions by MJ Accredited Event Designer,393,,,,19103
13,Bash,393,5,10,,19103
14,"Golden State Events, LLC",393,4.5,14,,19103
15,KMP Event Rentals & Production LLC,393,5,2,,19103
16,Amanda's Errands and Events,393,5,,,19103
17,The Bartender,393,5,3,,19103
18,Whole House Handyman,393,5,26,,19103
19,Baires Designs,393,5,,,19103
20,The Big Day Wedding Coordination,393,5,4,,19103
21,LULU & MORE EVENTS,393,5,,,19103
22,justCARR Creative Consulting,393,5,,,19103
23,Taste 2 Tha Face Bartending Services,393,5,7,,19103
24,Lady Boss Affairs,393,4.5,46,,19103
25,PlanWithJoan LLC,393,5,4,,19103
26,Kayabrombergdesigns,393,4.5,12,,19103
27,George Miller Designs,393,5,31,,19103
28,Exquisite Weddings And Events,393,5,5,,19103
29,Digital Motion Event Services,393,5,2,,19103
