,Service,Type,Rating,Hires,Price,Zip Code
0,Good Vibrations,404,4.5,868,60/hour,21401
1,Dave The Karaoke Guy Karaoke DJ & Rentals,404,5,145,150/hour,21401
2,4KEEPS ENTERTAINMENT,404,5,2,100/hour,21401
3,Nikki~Nyx International Karaoke,404,5,,75/hour,21401
4,donniedoowop dj and karaoke service,404,,,50/hour,21401
