,Service,Type,Rating,Hires,Price,Zip Code
0,"Hampton's Moving Services, LLC",173,5,79,175/hour,85001
1,New Age Movers,173,4.5,358,79/hour,85001
2,Moving Hogs AZ,173,5,307,89/hour,85001
3,Pinks Moving,173,5,21,,85001
4,Quick Move Transport and Storage,173,5,10,110/hour,85001
5,RoyalWay Moving LLC,173,4.5,55,120/hour,85001
6,DTS Logistics,173,4.5,87,85/hour,85001
7,welift,173,2,8,35/hour,85001
8,IDR Moving and Storage,173,4.5,5,100/hour,85001
9,Momentum Movers AZ LLC,173,5,169,159/hour,85001
