,Service,Type,Rating,Hires,Price,Zip Code
0,Chic Chef Catering,25,5,291,12/person,60176
1,Girl and the Kitchen,25,4.5,5,95/person,60176
2,DiMaria Culinary,25,5,72,25/person,60176
3,Food with Flair,25,5,50,,60176
4,Open Hearth Private Chef Services,25,5,36,75/person,60176
5,Cocoa Chili Restaurant & Catering,25,5,,,60176
6,Kuma's Catering,25,5,,20/person,60176
7,Chicago Bartending Group,25,4.5,,20/person,60176
8,Turtle Island/ Vegan Cuisine,25,5,,19/person,60176
9,Ari's Amazing Creations,25,5,13,20/person,60176
10,Chef Wood Porter Culinary Co.,25,5,22,,60176
11,Mamma Mia Pizza✨,25,5,2,12/person,60176
12,El Siete Catering,25,,,15/person,60176
