,Service,Type,Rating,Hires,Price,Zip Code
0,Filoteao Commercial Services,100,5,81,,92101
1,Imperial Carpet Care,100,5,584,,92101
2,Wepa Commercial Cleaning,100,5,102,3/sq,92101
3,MarblelyStone,100,4.5,14,2/sq,92101
4,HBC Stone & Concrete Care,100,5,22,,92101
5,Pioneer's Pro Carpet Cleaning & Pressure Washing,100,5,149,,92101
6,Stephanie's Floor and Janitorial Services,100,5,10,,92101
