,Service,Type,Rating,Hires,Price,Zip Code
0,Leo-Mar Floor Covering LLC,53,5,18,,98105
1,Floor Coverings International Bellevue,53,5,43,,98105
2,MCH Floor Covering LLC,53,4,2,,98105
