,Service,Type,Rating,Hires,Price,Zip Code
0,First Response Heating & Cooling,133,5,47,49/service,33602
1,The AC Therapist,133,5,181,,33602
2,"Protek Roofing, Heating, & Air",133,5,136,,33602
3,Blizzard Air Solutions LLC,133,5,261,50/service,33602
4,Pronto Service Pros,133,4.5,358,49/service,33602
5,Air Industries Inc,133,5,8,,33602
6,"Plan B AC, LLC",133,5,18,59/service,33602
7,CHAMPION'S AIRFLOW LLC,133,5,,,33602
8,Vortex Heating & Cooling,133,5,9,55/service,33602
9,Hometown Heating and Air of Central Florida,133,4.5,7,49/service,33602
10,"Aire Serv of South Hillsborough County, FL",133,5,,89/service,33602
11,Home Air Defender Inc.,133,5,,69/service,33602
