,Service,Type,Rating,Hires,Price,Zip Code
0,Blink Moving LLC,163,4.5,210,120/hour,02201
1,Octopus Moving and Storage,163,5,494,99/hour,02201
2,Stark Moving and Storage,163,5,428,99/hour,02201
3,Born to Move,163,5,1019,120/hour,02201
4,Next Adventure Moving,163,5,364,99/hour,02201
5,Ahzon Moving Services,163,5,83,109/hour,02201
6,Dakota’s White Glove Moving Service,163,4.5,9,145/hour,02201
7,Prudential Moving & Storage,163,5,49,100/hour,02201
8,Smart Penny Moving,163,5,96,,02201
9,Move and Care moving company,163,5,96,109/hour,02201
10,Smart Junkers LLC,163,5,710,100/hour,02201
11,E&B General Painting,163,5,23,,02201
12,Traust Moving Local & Long Distance MA,163,,,135/hour,02201
13,West Lake Moving and Storage LLC,163,4.5,56,75/hour,02201
14,Daly Family Moving,163,,,90/hour,02201
15,Two guys moving,163,2.5,5,,02201
16,Miss Cheryl's Moving,163,5,243,100/hour,02201
17,All-Pro Piano Movers,163,4.5,730,,02201
18,Moving Solutions NY,163,4,13,,02201
19,Oscar's Moving Company,163,3.5,3,,02201
20,Magic Billiards & Games,163,5,179,,02201
21,Space Moving and Storage,163,5,232,99/hour,02201
22,Spartan Movers,163,5,436,,02201
23,Movers Near Me,163,5,31,,02201
24,Top Rank Movers,163,4.5,153,120/hour,02201
25,IrvingCo Property Management & Maintenance,163,5,3,85/hour,02201
