,Service,Type,Rating,Hires,Price,Zip Code
0,Texas Plastering LLC,230,5,10,,75207
1,De La Rosa Plastering LLC.,230,5,5,,75207
2,Robledo Stucco,230,5,9,,75207
3,Stucco Services,230,4.5,18,,75207
4,Ryon Construction Group,230,4.5,3,,75207
5,Task Force NTX LLC,230,4.5,9,,75207
6,Foundation repair,230,3.5,5,,75207
7,PMC Construction,230,,,,75207
8,Gregory Hagmann Architect,230,4,17,,75207
9,TTB,230,4,3,,75207
10,Baker Roofing and Construction Inc.,230,5,4,,75207
11,Richard Alligood Custom Homes LLC,230,5,,,75207
12,J&A Painting LLC,230,5,,,75207
