,Service,Type,Rating,Hires,Price,Zip Code
0,H2O Pool Care,233,5,74,70,95814
1,Ultimate Pool Care,233,5,40,,95814
2,Presley Pools,233,5,6,,95814
3,RanchoHandyman.com,233,5,,,95814
4,California Clean Pools & MORE,233,5,4,,95814
