,Service,Type,Rating,Hires,Price,Zip Code
0,HomeCraft Gutter Protection (JAX),128,4.5,3,,32202
1,"Grime-b-Gone, LLC",128,5,236,105-$255,32202
2,Klean kingz llc,128,5,2,100-$480,32202
3,Mobile Power Washing Services,128,5,2,,32202
4,Anything Labor & Repair,128,4,17,150-$500,32202
5,L.S.H. Rain Gutters/ Leon Hamilton,128,5,69,,32202
6,Goode Brothers Roofs and Gutters Inc.,128,4.5,28,,32202
7,Tropical Gutter Pros,128,5,6,,32202
8,Alphas Home Projects,128,5,,"100-$1,000",32202
9,Intracoastal Pressure Washing LLC,128,5,,,32202
10,Stump Be Gone,128,4.5,16,,32202
