,Service,Type,Rating,Hires,Price,Zip Code
0,Cleaners 305 LLC,154,5,36,50/on-site,33132
1,Diaz Painting,154,4.5,13,,33132
2,PRIVATE BARTENDING 👨🏻‍✈️ | EVENT STAFF,154,5,44,,33132
3,ADM Home Services,154,4.5,6,,33132
4,J @A PAINTING UNLIMITED,154,5,10,,33132
5,Rcc handyman,154,5,,75/on-site,33132
6,Affordable painting and pressure cleaning,154,4.5,6,,33132
7,Nofl construction,154,,,,33132
8,Proprint usa corp,154,,,,33132
9,Lexo Living,154,4.5,,,33132
10,Alpha Painting,154,1,,50/on-site,33132
