,Service,Type,Rating,Hires,Price,Zip Code
0,George The Magician & Bubble Extraordinaire,431,5,356,250,08608
1,Alain HM,431,5,38,350,08608
2,Amazing Ken Magic Shows!,431,5,31,275,08608
3,Tom Yurasits Productions,431,5,26,,08608
4,Magical Entertainment by Lou Angelucci,431,5,411,225,08608
5,Sha'king Branch Magic,431,5,25,500,08608
6,"Mentalist, Mindreader, and Magician",431,5,6,600,08608
7,Daniel GreenWolf: Celtic Magician,431,5,7,500,08608
8,Henry Carlyle,431,5,13,450,08608
9,Amazing Ivan: Guinness World Record Holder,431,5,15,350,08608
10,Fred Berthelot - Architect of The Mind (Mentalist),431,5,,750,08608
11,Meadow Perry | Bubble Magician,431,5,,,08608
12,Gemini Comedy Entertainment Inc.,431,5,2,400,08608
13,Ray Franklyn,431,,,250,08608
14,Kyle Groom - Balloon Artist,431,5,90,135,08608
15,Cute Faces by Olga (Face Painting),431,5,137,95,08608
16,Magical Entertainer Brent Kessler,431,5,19,500,08608
17,A Class Act Entertainment,431,4.5,21,175,08608
18,INKenna- Henna Artist • Face Painter • Notary,431,5,117,70,08608
19,Jason Ladanye,431,5,16,,08608
20,Jjonesgraphics,431,5,17,100,08608
21,Party Princess Productions Wilmington,431,4.5,12,185/hour,08608
22,FlowpoolStudios Live Nerf War,431,5,,250/hour,08608
23,Brown and Associates Ministries,431,5,24,,08608
24,Elite Tarot NYC,431,,,,08608
25,Caricatoonz by John,431,5,,150/hour,08608
26,Joshua Hardy,431,5,,150,08608
27,Phoenix Fire Wholistics,431,5,7,50/hour,08608
28,Trisha Martin/Intuitive,431,,,85/hour,08608
29,URA Badass,431,5,,,08608
