,Service,Type,Rating,Hires,Price,Zip Code
0,High Spirits Traveling Bar Services,392,5,3,25/hour,66603
1,Abbott Events,392,4.5,88,25/hour,66603
2,Arielle Kateusz,392,5,,90,66603
3,TAG Your Bartender,392,4.5,3,,66603
