,Service,Type,Rating,Hires,Price,Zip Code
0,Ctrell Designs,20,5,137,,73102
1,CinnaDesigns,20,5,118,249/logo,73102
2,Logozigner,20,5,37,199/logo,73102
3,Cosmo Creative | Logo & Website Design,20,5,241,300/logo,73102
4,DJEI Graphics,20,5,75,100/logo,73102
5,"Spark Creative | Logo, Graphic, Website",20,5,1234,298/logo,73102
6,Plus Art Graphics,20,5,37,600/logo,73102
7,GraphicStudio,20,5,20,169/logo,73102
8,DaChef Shadigidy,20,5,89,50/logo,73102
9,CGM DESIGNS,20,5,84,675/logo,73102
10,Derek Fullmer,20,5,42,200/logo,73102
11,PEG Creations | Logo & Graphic Design,20,5,34,140/logo,73102
12,Aaron Farrier | Visual Designer,20,5,22,299/logo,73102
13,3 In The Morning Creative,20,5,16,350/logo,73102
14,Creation Graphics 7,20,5,24,129/logo,73102
15,Transformed Design Inc. | Logo and Web Design,20,5,626,250/logo,73102
16,"RT Graphics | Logo, Graphics & Website",20,5,529,225/logo,73102
17,D. Oliver Design,20,5,,150/logo,73102
18,Hope Tako,20,5,,350/logo,73102
19,Design Beyond the Lines,20,5,37,200/logo,73102
20,SMG - Sociallutions Media Group,20,4.5,21,,73102
21,"Blake Andujar Design | Logo, Graphic, Website",20,5,260,,73102
22,Inkable llc.,20,5,,689/logo,73102
23,Tobias Davis Design,20,5,,60/logo,73102
24,The Scarlet Creative,20,5,13,250/logo,73102
25,KGP Studios,20,5,26,150/logo,73102
26,Mike Dro Design Co,20,5,,,73102
27,Afo Design,20,5,,150/logo,73102
28,Jjonesgraphics,20,5,15,250/logo,73102
29,Designed Images,20,5,12,150/logo,73102
