,Service,Type,Rating,Hires,Price,Zip Code
0,R & B Bartenders and Servers,392,5,11,20/hour,70802
1,Gold Standard Staffing,392,5,35,60/hour,70802
2,Social Stir Bartending,392,5,11,100,70802
3,2Brothers1Love,392,5,,,70802
4,TCash Cocktails,392,,,,70802
5,Perfect Spirits Mobile Bar,392,5,23,75,70802
