,Service,Type,Rating,Hires,Price,Zip Code
0,Painter1 of Greater SLC,154,4.5,108,,84111
1,Alpine Painters,154,4.5,84,,84111
2,Tango Painting LLC,154,5,16,,84111
3,Blue Ocean Painting L.L.C.,154,5,34,,84111
4,NF Handyman,154,4.5,28,50/on-site,84111
5,Arches Property Painting,154,5,,,84111
6,Five Star Painting of Salt Lake City,154,4,59,,84111
7,PB Painting & Drywall,154,5,26,350/on-site,84111
8,My Painters,154,,,,84111
9,Painter1 of SLC,154,,,,84111
10,B and R Restorations and Renovations,154,3.5,4,,84111
