,Service,Type,Rating,Hires,Price,Zip Code
0,Law Offices of Anthony Arechavala,358,5,86,350,19103
1,Law Offices of Brian C. Eves,358,5,321,"1,300",19103
2,"Law Office of Paul DiMaio, Esq.",358,4,27,"1,500",19103
