,Service,Type,Rating,Hires,Price,Zip Code
0,Joolie Bagoolie Kids' Entertainment,385,5,143,175,10007
1,The Sparkly Monsters Club,385,5,49,100,10007
2,Kyle Groom - Balloon Artist,385,5,89,135,10007
3,Princesses by Victoria,385,5,4,,10007
4,Amazing Events & Celebrations the Event Pros Goup,385,5,24,145,10007
5,Magic Rachel's Children's Entertainment,385,5,8,,10007
6,Art & Yoga By Avilda,385,5,23,125,10007
7,A Princess Like Me NYC,385,5,,150/hour,10007
8,Makeup by Kathy Alesandria,385,5,19,125,10007
9,A Hand Ful Of Art,385,5,,125,10007
10,Art by Shellon,385,5,13,,10007
11,INKenna- Henna Artist • Face Painter • Notary,385,5,117,70,10007
12,Amazing Ivan: Guinness World Record Holder,385,5,15,350,10007
13,Joshua Hardy,385,5,,150,10007
14,Animaloons Twisted Balloon Creations,385,5,168,200,10007
