,Service,Type,Rating,Hires,Price,Zip Code
0,Alithea Design,403,5,103,,92101
1,"Laura Powers Jewelry Stylist, Inc.",403,5,6,,92101
2,Bespoke Fine Jewelry,403,5,18,,92101
3,Gold 'N I,403,5,246,,92101
4,D&D Solutions,403,5,4,,92101
5,Princess Jewelers,403,5,4,,92101
6,MR Jewelers,403,5,3,,92101
7,Affordable Lawn Care /Affordable Power Wash,403,4.5,63,,92101
8,Tompson,403,5,6,,92101
9,Kaya’s bling,403,5,,,92101
10,Baguette Atelier - St. Louis,403,4,,,92101
11,Amy's Handmade Gifts,403,,,,92101
12,Mugggang LLC,403,4,,,92101
13,Handmade Designs by Adria,403,,,,92101
14,Milestone,403,,,,92101
