,Service,Type,Rating,Hires,Price,Zip Code
0,Self Employed as a Wedding Officiant,24,5,273,175,70114
1,Three Strands Weddings,24,5,213,150,70114
2,"Boo Casserleigh, Licensed Wedding Officiant",24,5,20,275,70114
3,"To God Be The Glory Dr Paul Greer, Ed.d",24,5,45,175,70114
4,NOLA Elopements and Wedding Ceremonies,24,5,35,,70114
5,LeBlanc's Marriage Ministry,24,5,18,160,70114
6,Ceremonies By Kristi,24,5,18,150,70114
7,Anthony Cimino - Unforgettable Ceremonies,24,5,6,225,70114
8,Roxy Chapa,24,5,,,70114
9,1983,24,4.5,10,300,70114
