,Service,Type,Rating,Hires,Price,Zip Code
0,"Turner Partain, Violinist",507,5,13,60/hour,78701
1,NB Violin Studio,507,5,2,50/hour,78701
2,Noble Violin Instruction,507,5,19,55/hour,78701
3,Craig's Violins,507,4.5,8,45/hour,78701
4,Violin lessons,507,5,,60/hour,78701
5,Violin and Viola Lessons,507,5,,70/hour,78701
6,Alex Weise,507,5,2,50/hour,78701
7,Russian Overtones LLC,507,5,3,58/hour,78701
8,Steve Merson A.G.S.M.,507,,,,78701
9,Violin and Fiddle Learning Center,507,4.5,10,50/hour,78701
10,"Austin Music School - Kelli Tucci, Owner",507,5,3,55/hour,78701
