,Service,Type,Rating,Hires,Price,Zip Code
0,Whole Armor Security,323,5,3,60/hour,20001
1,🏆 Detective Chris | Solved It Investigations,323,5,282,250/hour,20001
2,F3 Intelligence Corp,323,5,70,250/hour,20001
3,Bower PI,323,5,,,20001
4,Toltec Investigations,323,5,103,150/hour,20001
5,Studium LLC,323,5,6,80/hour,20001
6,Online Dating Investigation * Identity * Catfish *,323,5,24,200/hour,20001
7,STW Process Servers,323,5,76,70/hour,20001
8,Redbeard Intelligence & Investigation,323,5,8,250/hour,20001
9,Certified Security and Investigations,323,5,19,140/hour,20001
10,ACOP(Investigations/Security),323,4.5,85,80/hour,20001
11,"Precision One, Inc.",323,4.5,32,100/hour,20001
12,Multinational Atlas Protection Agency,323,4.5,11,55/hour,20001
13,Harbortown Investigative Services & Consulting LLC,323,5,9,75/hour,20001
14,Security Integrity Solutions,323,5,,80/hour,20001
15,AncesTree,323,5,50,,20001
16,SERAPH Inc.,323,4,201,75/hour,20001
17,Cal State Recovery,323,4,91,65/hour,20001
18,DavisDNA & Family Research,323,5,27,,20001
19,Green Knight Digital Investigations LLC,323,5,,100/hour,20001
20,Wessel Forensic Accounting,323,,2,125/hour,20001
21,A View From the Past,323,5,36,,20001
22,A Balanced Life,323,5,6,,20001
23,BMC ENTERPRISE,323,5,,90/hour,20001
24,Massage by Carlos,323,4.5,49,,20001
25,Deanovich & Associates,323,5,8,75/hour,20001
26,NG Lineages,323,5,,,20001
27,Lyght Detective Agency,323,4,66,,20001
28,"Hybrid-Training, LLC",323,5,27,,20001
29,The Wellbeing Advocate,323,5,,,20001
